                                                             1 Nov 2025 12:09:54
Satellite-GASRATS


      Time (UTCG)            x (nT)       y (nT)       z (nT)     Magnitude (nT)
1 Aug 2026 06:02:00.000     -2896.93    -37178.07     -2075.66          37348.49
1 Aug 2026 06:03:00.000      -167.51    -37319.90     -4748.52          37621.16
1 Aug 2026 06:04:00.000      2789.89    -36981.33     -7137.63          37767.02
1 Aug 2026 06:05:00.000      5909.39    -36147.23     -9185.75          37761.37
1 Aug 2026 06:06:00.000      9106.70    -34810.24    -10829.62          37576.13
1 Aug 2026 06:07:00.000     12275.42    -32982.46    -12007.07          37184.66
1 Aug 2026 06:08:00.000     15290.39    -30706.09    -12669.05          36567.26
1 Aug 2026 06:09:00.000     18018.58    -28059.22    -12793.17          35716.30
1 Aug 2026 06:10:00.000     20335.65    -25154.16    -12394.73          34639.57
1 Aug 2026 06:11:00.000     22144.25    -22128.04    -11531.46          33361.55
1 Aug 2026 06:12:00.000     23389.77    -19127.26    -10300.51          31922.31
1 Aug 2026 06:13:00.000     24069.80    -16289.17     -8827.62          30374.65
1 Aug 2026 06:14:00.000     24235.10    -13724.65     -7250.83          28779.87
1 Aug 2026 06:15:00.000     23981.72    -11504.97     -5701.83          27202.90
1 Aug 2026 06:16:00.000     23435.90     -9655.45     -4288.43          25707.19
1 Aug 2026 06:17:00.000     22734.77     -8156.91     -3081.66          24349.57
1 Aug 2026 06:18:00.000     22006.44     -6954.26     -2109.43          23175.31
1 Aug 2026 06:19:00.000     21353.41     -5970.34     -1357.84          22213.89
1 Aug 2026 06:20:00.000     20842.19     -5121.87      -779.33          21476.45
1 Aug 2026 06:21:00.000     20500.78     -4334.10      -305.63          20956.14
1 Aug 2026 06:22:00.000     20323.81     -3550.95       137.83          20632.15
1 Aug 2026 06:23:00.000     20283.23     -2738.91       619.61          20476.69
1 Aug 2026 06:24:00.000     20340.86     -1884.35      1195.34          20462.90
1 Aug 2026 06:25:00.000     20458.32      -986.32      1907.50          20570.72
1 Aug 2026 06:26:00.000     20600.61       -48.47      2791.32          20788.91
1 Aug 2026 06:27:00.000     20731.59       925.64      3882.80          21112.36
1 Aug 2026 06:28:00.000     20803.33      1930.62      5224.06          21535.93
1 Aug 2026 06:29:00.000     20744.39      2950.36      6860.95          22047.83
1 Aug 2026 06:30:00.000     20453.87      3945.01      8830.95          22625.42
1 Aug 2026 06:31:00.000     19807.08      4839.94     11143.68          23236.33
1 Aug 2026 06:32:00.000     18674.33      5522.66     13760.31          23844.84
1 Aug 2026 06:33:00.000     16949.27      5852.07     16580.24          24421.89
1 Aug 2026 06:34:00.000     14578.43      5679.14     19441.49          24955.05
1 Aug 2026 06:35:00.000     11582.40      4874.26     22136.94          25454.95
1 Aug 2026 06:36:00.000      8061.85      3353.19     24442.59          25955.29
1 Aug 2026 06:37:00.000      4186.66      1094.45     26150.16          26505.78
1 Aug 2026 06:38:00.000       172.14     -1855.86     27095.51          27159.53
1 Aug 2026 06:39:00.000     -3750.25     -5391.48     27176.63          27958.92
1 Aug 2026 06:40:00.000     -7360.42     -9361.78     26359.49          28924.75
1 Aug 2026 06:41:00.000    -10470.27    -13590.93     24673.67          30052.12
1 Aug 2026 06:42:00.000    -12936.07    -17896.29     22201.69          31313.49
1 Aug 2026 06:43:00.000    -14663.51    -22103.93     19065.67          32666.53
1 Aug 2026 06:44:00.000    -15607.44    -26060.60     15413.59          34063.55
1 Aug 2026 06:45:00.000    -15768.00    -29642.29     11405.88          35459.69
1 Aug 2026 06:46:00.000    -15183.92    -32759.58      7202.74          36818.76
1 Aug 2026 06:47:00.000    -13923.58    -35359.36      2952.57          38116.51
1 Aug 2026 06:48:00.000    -12074.38    -37423.10     -1217.59          39341.61
1 Aug 2026 06:49:00.000     -9731.16    -38961.68     -5208.47          40494.89
1 Aug 2026 06:50:00.000     -6984.84    -40007.43     -8951.13          41587.32
1 Aug 2026 06:51:00.000     -3912.60    -40604.02    -12405.16          42636.64
1 Aug 2026 06:52:00.000      -571.17    -40795.17    -15552.44          43662.92
1 Aug 2026 06:53:00.000      3005.00    -40613.37    -18387.27          44682.97
1 Aug 2026 06:54:00.000      6799.25    -40070.97    -20904.08          45704.41
1 Aug 2026 06:55:00.000     10801.91    -39156.02    -23085.56          46720.64
1 Aug 2026 06:56:00.000     14995.16    -37835.14    -24894.23          47708.23
1 Aug 2026 06:57:00.000     19337.69    -36063.70    -26270.47          48627.92
1 Aug 2026 06:58:00.000     23753.99    -33801.30    -27138.03          49429.27
1 Aug 2026 06:59:00.000     28132.10    -31028.16    -27415.80          50057.84
1 Aug 2026 07:00:00.000     32330.37    -27757.85    -27032.23          50462.79
1 Aug 2026 07:01:00.000     36191.12    -24043.19    -25938.43          50603.11
1 Aug 2026 07:02:00.000     39556.56    -19974.73    -24116.91          50451.33
1 Aug 2026 07:03:00.000     42283.13    -15673.84    -21585.13          49994.50
1 Aug 2026 07:04:00.000     44252.09    -11283.32    -18395.08          49233.52
1 Aug 2026 07:05:00.000     45376.54     -6957.72    -14630.48          48181.86
1 Aug 2026 07:06:00.000     45606.29     -2854.24    -10403.04          46864.74
1 Aug 2026 07:07:00.000     44931.45       876.47     -5847.44          45318.83
1 Aug 2026 07:08:00.000     43384.62      4099.78     -1114.45          43592.15
1 Aug 2026 07:09:00.000     41040.05      6706.73      3638.55          41743.32
1 Aug 2026 07:10:00.000     38008.51      8622.14      8258.77          39839.62
1 Aug 2026 07:11:00.000     34427.50      9809.41     12609.63          37953.65
1 Aug 2026 07:12:00.000     30448.06     10270.57     16580.24          36159.00
1 Aug 2026 07:13:00.000     26220.47     10041.31     20091.36          34525.41
1 Aug 2026 07:14:00.000     21881.27      9182.09     23096.48          33114.17
1 Aug 2026 07:15:00.000     17543.83      7766.90     25578.12          31974.22
1 Aug 2026 07:16:00.000     13293.67      5872.07     27540.10          31139.36
1 Aug 2026 07:17:00.000      9189.38      3567.12     28997.09          30626.79
1 Aug 2026 07:18:00.000      5268.76       909.70     29963.72          30437.01
1 Aug 2026 07:19:00.000      1558.87     -2054.40     30446.00          30555.02
1 Aug 2026 07:20:00.000     -1912.46     -5286.35     30437.62          30952.41
1 Aug 2026 07:21:00.000     -5107.28     -8746.08     29922.45          31590.05
1 Aug 2026 07:22:00.000     -7972.95    -12383.91     28882.60          32421.19
1 Aug 2026 07:23:00.000    -10443.95    -16134.93     27309.49          33394.92
1 Aug 2026 07:24:00.000    -12449.24    -19918.13     25214.02          34459.57
1 Aug 2026 07:25:00.000    -13922.36    -23640.43     22632.79          35566.07
1 Aug 2026 07:26:00.000    -14811.20    -27204.00     19628.74          36670.38
1 Aug 2026 07:27:00.000    -15084.94    -30514.25     16286.90          37735.10
1 Aug 2026 07:28:00.000    -14737.13    -33486.60     12707.08          38729.90
1 Aug 2026 07:29:00.000    -13785.48    -36051.04      8995.78          39631.31
1 Aug 2026 07:30:00.000    -12269.30    -38154.43      5258.87          40422.17
1 Aug 2026 07:31:00.000    -10245.53    -39761.23      1595.43          41091.02
1 Aug 2026 07:32:00.000     -7783.91    -40852.73     -1906.92          41631.38
1 Aug 2026 07:33:00.000     -4961.49    -41425.00     -5175.09          42040.80
1 Aug 2026 07:34:00.000     -1857.42    -41485.25     -8151.59          42319.31
1 Aug 2026 07:35:00.000      1451.27    -41047.22    -10793.05          42467.28
1 Aug 2026 07:36:00.000      4891.46    -40126.68    -13066.47          42483.05
1 Aug 2026 07:37:00.000      8392.96    -38738.63    -14944.08          42360.93
1 Aug 2026 07:38:00.000     11884.93    -36897.45    -16398.44          42090.17
1 Aug 2026 07:39:00.000     15291.14    -34620.70    -17399.97          41655.38
1 Aug 2026 07:40:00.000     18526.10    -31935.75    -17918.01          41038.56
1 Aug 2026 07:41:00.000     21494.08    -28887.65    -17926.15          40222.37
1 Aug 2026 07:42:00.000     24092.86    -25545.86    -17410.75          39194.27
1 Aug 2026 07:43:00.000     26222.48    -22007.39    -16380.61          37950.86
1 Aug 2026 07:44:00.000     27798.12    -18394.46    -14874.88          36501.42
1 Aug 2026 07:45:00.000     28764.58    -14845.96    -12966.30          34870.16
1 Aug 2026 07:46:00.000     29108.52    -11503.58    -10757.91          33096.39
1 Aug 2026 07:47:00.000     28864.99     -8495.32     -8373.23          31232.50
1 Aug 2026 07:48:00.000     28115.74     -5919.79     -5941.64          29340.10
1 Aug 2026 07:49:00.000     26979.22     -3834.89     -3582.59          27484.90
1 Aug 2026 07:50:00.000     25594.67     -2253.16     -1391.95          25731.33
1 Aug 2026 07:51:00.000     24103.74     -1144.10       566.80          24137.53
1 Aug 2026 07:52:00.000     22633.63      -442.35      2265.88          22751.06
1 Aug 2026 07:53:00.000     21284.24       -59.65      3711.46          21605.49
1 Aug 2026 07:54:00.000     20120.51       101.61      4938.29          20717.91
1 Aug 2026 07:55:00.000     19170.00       135.12      6001.91          20088.05
1 Aug 2026 07:56:00.000     18425.35       119.33      6969.35          19699.74
1 Aug 2026 07:57:00.000     17850.85       109.63      7909.48          19524.98
1 Aug 2026 07:58:00.000     17391.64       135.29      8884.48          19530.01
1 Aug 2026 07:59:00.000     16983.45       201.44      9944.05          19681.52
1 Aug 2026 08:00:00.000     16559.87       294.45     11123.37          19951.08
1 Aug 2026 08:01:00.000     16055.29       388.03     12443.82          20316.78
1 Aug 2026 08:02:00.000     15403.47       446.56     13914.07          20762.16
1 Aug 2026 08:03:00.000     14535.03       424.46     15528.44          21273.92
1 Aug 2026 08:04:00.000     13378.15       262.77     17261.22          21840.18
1 Aug 2026 08:05:00.000     11866.26      -112.96     19058.23          22450.77
1 Aug 2026 08:06:00.000      9952.87      -789.35     20830.42          23099.55
1 Aug 2026 08:07:00.000      7629.39     -1854.12     22454.32          23787.43
1 Aug 2026 08:08:00.000      4939.08     -3379.20     23782.62          24524.00
1 Aug 2026 08:09:00.000      1980.93     -5403.12     24663.52          25326.02
1 Aug 2026 08:10:00.000     -1099.04     -7918.68     24963.97          26212.85
1 Aug 2026 08:11:00.000     -4126.63    -10870.07     24589.86          27200.16
1 Aug 2026 08:12:00.000     -6922.60    -14159.67     23498.04          28294.46
1 Aug 2026 08:13:00.000     -9323.59    -17661.19     21698.45          29490.16
1 Aug 2026 08:14:00.000    -11196.97    -21234.82     19248.06          30769.75
1 Aug 2026 08:15:00.000    -12448.43    -24740.57     16240.44          32106.25
1 Aug 2026 08:16:00.000    -13024.22    -28048.48     12794.26          33467.01
1 Aug 2026 08:17:00.000    -12909.79    -31046.01      9042.32          34817.82
1 Aug 2026 08:18:00.000    -12126.24    -33643.45      5121.67          36126.99
1 Aug 2026 08:19:00.000    -10724.61    -35777.82      1164.33          37368.78
1 Aug 2026 08:20:00.000     -8778.13    -37414.55     -2710.84          38526.01
1 Aug 2026 08:21:00.000     -6372.76    -38546.61     -6404.40          39591.29
1 Aug 2026 08:22:00.000     -3597.41    -39190.75     -9839.97          40566.99
1 Aug 2026 08:23:00.000      -535.05    -39381.50    -12964.74          41464.12
1 Aug 2026 08:24:00.000      2744.18    -39163.80    -15747.49          42300.32
1 Aug 2026 08:25:00.000      6187.40    -38584.62    -18174.26          43097.11
1 Aug 2026 08:26:00.000      9760.32    -37684.38    -20242.06          43876.16
1 Aug 2026 08:27:00.000     13444.51    -36488.85    -21950.88          44654.59
1 Aug 2026 08:28:00.000     17230.07    -35003.61    -23294.69          45439.74
1 Aug 2026 08:29:00.000     21103.90    -33213.31    -24253.53          46224.80
1 Aug 2026 08:30:00.000     25035.93    -31087.55    -24789.40          46986.68
1 Aug 2026 08:31:00.000     28967.61    -28592.82    -24848.12          47687.54
1 Aug 2026 08:32:00.000     32806.49    -25707.82    -24367.61          48279.79
1 Aug 2026 08:33:00.000     36429.69    -22437.38    -23290.28          48713.40
1 Aug 2026 08:34:00.000     39694.98    -18821.08    -21575.95          48943.30
1 Aug 2026 08:35:00.000     42456.06    -14934.46    -19211.55          48935.05
1 Aug 2026 08:36:00.000     44577.35    -10883.69    -16215.75          48667.71
1 Aug 2026 08:37:00.000     45945.05     -6796.73    -12639.00          48134.06
1 Aug 2026 08:38:00.000     46473.71     -2813.60     -8560.98          47339.33
1 Aug 2026 08:39:00.000     46109.83       922.31     -4086.99          46299.79
1 Aug 2026 08:40:00.000     44834.14      4271.85       655.94          45041.97
1 Aug 2026 08:41:00.000     42663.74      7107.36      5523.94          43603.02
1 Aug 2026 08:42:00.000     39653.25      9319.73     10363.19          42031.33
1 Aug 2026 08:43:00.000     35893.68     10824.91     15018.85          40386.89
1 Aug 2026 08:44:00.000     31507.97     11568.79     19344.99          38740.39
1 Aug 2026 08:45:00.000     26643.08     11529.30     23213.74          37170.63
1 Aug 2026 08:46:00.000     21459.97     10715.76     26522.01          35759.96
1 Aug 2026 08:47:00.000     16122.89      9165.84     29194.87          34587.58
1 Aug 2026 08:48:00.000     10789.46      6940.78     31185.55          33721.29
1 Aug 2026 08:49:00.000      5602.61      4119.78     32472.78          33209.09
1 Aug 2026 08:50:00.000       685.34       793.95     33056.04          33072.68
1 Aug 2026 08:51:00.000     -3861.08     -2939.46     32949.83          33305.25
1 Aug 2026 08:52:00.000     -7955.36     -6981.35     32178.35          33874.37
1 Aug 2026 08:53:00.000    -11531.63    -11233.20     30771.86          34728.53
1 Aug 2026 08:54:00.000    -14534.24    -15597.06     28766.18          35805.11
1 Aug 2026 08:55:00.000    -16914.23    -19974.31     26205.08          37037.42
1 Aug 2026 08:56:00.000    -18629.19    -24264.77     23144.41          38360.00
1 Aug 2026 08:57:00.000    -19646.70    -28367.61     19655.60          39712.17
1 Aug 2026 08:58:00.000    -19949.69    -32184.80     15826.40          41040.54
1 Aug 2026 08:59:00.000    -19541.15    -35626.04     11757.93          42300.36
1 Aug 2026 09:00:00.000    -18446.34    -38613.87      7558.74          43456.10
1 Aug 2026 09:01:00.000    -16711.64    -41087.04      3338.01          44481.07
1 Aug 2026 09:02:00.000    -14401.18    -43001.97      -800.54          45356.41
1 Aug 2026 09:03:00.000    -11592.27    -44332.35     -4762.66          46069.74
1 Aug 2026 09:04:00.000     -8371.12    -45067.99     -8465.77          46614.04
1 Aug 2026 09:05:00.000     -4828.96    -45213.36    -11840.04          46986.74
1 Aug 2026 09:06:00.000     -1058.60    -44785.90    -14828.91          47188.92
1 Aug 2026 09:07:00.000      2848.71    -43813.76    -17389.08          47224.37
1 Aug 2026 09:08:00.000      6805.65    -42332.95    -19489.82          47098.29
1 Aug 2026 09:09:00.000     10730.16    -40384.32    -21111.33          46815.79
1 Aug 2026 09:10:00.000     14545.33    -38011.23    -22242.54          46380.50
1 Aug 2026 09:11:00.000     18178.15    -35258.79    -22878.98          45793.83
1 Aug 2026 09:12:00.000     21558.15    -32174.61    -23021.47          45054.93
1 Aug 2026 09:13:00.000     24616.49    -28810.89    -22675.89          44161.46
1 Aug 2026 09:14:00.000     27286.18    -25227.01    -21854.08          43110.77
1 Aug 2026 09:15:00.000     29503.71    -21491.99    -20575.74          41901.50
1 Aug 2026 09:16:00.000     31212.17    -17686.08    -18871.06          40535.34
1 Aug 2026 09:17:00.000     32366.12    -13900.84    -16783.64          39019.10
1 Aug 2026 09:18:00.000     32938.13    -10236.54    -14372.58          37366.81
1 Aug 2026 09:19:00.000     32925.62     -6796.34    -11712.43          35601.51
1 Aug 2026 09:20:00.000     32356.05     -3677.41     -8889.43          33755.88
1 Aug 2026 09:21:00.000     31287.74      -960.89     -5994.06          31871.22
1 Aug 2026 09:22:00.000     29804.72      1296.52     -3111.46          29994.73
1 Aug 2026 09:23:00.000     28006.26      3066.64      -312.55          28175.39
1 Aug 2026 09:24:00.000     25994.07      4348.45      2350.85          26459.91
1 Aug 2026 09:25:00.000     23861.20      5162.38      4845.98          24889.57
1 Aug 2026 09:26:00.000     21685.73      5543.36      7155.02          23498.81
1 Aug 2026 09:27:00.000     19529.37      5535.13      9269.89          22315.13
1 Aug 2026 09:28:00.000     17439.00      5187.22     11189.03          21359.32
1 Aug 2026 09:29:00.000     15447.87      4553.16     12916.79          20644.89
1 Aug 2026 09:30:00.000     13574.79      3688.04     14464.36          20176.58
1 Aug 2026 09:31:00.000     11822.25      2643.71     15849.28          19948.79
1 Aug 2026 09:32:00.000     10175.96      1462.65     17091.92          19945.50
1 Aug 2026 09:33:00.000      8608.33       172.88     18209.36          20142.34
1 Aug 2026 09:34:00.000      7085.81     -1213.21     19209.24          20510.37
1 Aug 2026 09:35:00.000      5577.45     -2695.48     20086.75          21020.25
1 Aug 2026 09:36:00.000      4061.03     -4279.77     20825.85          21645.43
1 Aug 2026 09:37:00.000      2524.43     -5972.35     21403.51          22364.08
1 Aug 2026 09:38:00.000       963.32     -7777.83     21793.58          23159.94
1 Aug 2026 09:39:00.000      -621.70     -9700.66     21967.91          24022.46
1 Aug 2026 09:40:00.000     -2224.57    -11747.84     21894.33          24946.39
1 Aug 2026 09:41:00.000     -3828.84    -13928.95     21534.07          25930.52
1 Aug 2026 09:42:00.000     -5400.44    -16251.57     20842.10          26975.38
1 Aug 2026 09:43:00.000     -6882.64    -18712.77     19772.74          28080.24
1 Aug 2026 09:44:00.000     -8197.32    -21290.23     18289.65          29240.07
1 Aug 2026 09:45:00.000     -9253.62    -23937.16     16376.91          30443.72
1 Aug 2026 09:46:00.000     -9961.46    -26583.64     14046.88          31673.89
1 Aug 2026 09:47:00.000    -10245.56    -29144.11     11342.15          32908.89
1 Aug 2026 09:48:00.000    -10055.50    -31528.16      8331.40          34125.51
1 Aug 2026 09:49:00.000     -9369.76    -33651.34      5101.33          35301.96
1 Aug 2026 09:50:00.000     -8194.30    -35443.24      1747.70          36420.11
1 Aug 2026 09:51:00.000     -6557.66    -36852.15     -1632.55          37466.64
1 Aug 2026 09:52:00.000     -4504.86    -37846.61     -4947.08          38433.49
1 Aug 2026 09:53:00.000     -2091.47    -38414.73     -8112.19          39317.60
1 Aug 2026 09:54:00.000       621.58    -38562.15    -11055.75          40120.51
1 Aug 2026 09:55:00.000      3572.67    -38308.70    -13719.08          40847.68
1 Aug 2026 09:56:00.000      6703.35    -37684.31    -16057.87          41507.79
1 Aug 2026 09:57:00.000      9961.47    -36724.27    -18041.87          42111.90
1 Aug 2026 09:58:00.000     13303.25    -35464.38    -19653.11          42672.52
1 Aug 2026 09:59:00.000     16694.18    -33936.15    -20882.76          43202.40
1 Aug 2026 10:00:00.000     20107.98    -32162.51    -21726.44          43712.65
1 Aug 2026 10:01:00.000     23523.11    -30154.74    -22178.56          44210.11
1 Aug 2026 10:02:00.000     26916.31    -27911.72    -22226.57          44694.20
1 Aug 2026 10:03:00.000     30253.74    -25422.89    -21847.04          45154.24
1 Aug 2026 10:04:00.000     33482.11    -22675.54    -21005.72          45568.33
1 Aug 2026 10:05:00.000     36522.83    -19665.27    -19662.63          45904.89
1 Aug 2026 10:06:00.000     39272.40    -16406.85    -17781.50          46126.87
1 Aug 2026 10:07:00.000     41609.79    -12942.04    -15340.97          46197.58
1 Aug 2026 10:08:00.000     43409.03     -9341.80    -12343.70          46086.66
1 Aug 2026 10:09:00.000     44552.94     -5702.78     -8820.98          45774.40
1 Aug 2026 10:10:00.000     44944.07     -2140.11     -4832.47          45253.75
1 Aug 2026 10:11:00.000     44511.10      1220.55      -463.05          44530.24
1 Aug 2026 10:12:00.000     43211.76      4249.56      4180.48          43621.00
1 Aug 2026 10:13:00.000     41034.94      6818.87      8971.31          42554.06
1 Aug 2026 10:14:00.000     38004.19      8808.17     13764.15          41368.51
1 Aug 2026 10:15:00.000     34182.23     10113.40     18398.86          40115.13
1 Aug 2026 10:16:00.000     29673.48     10657.37     22708.86          38855.98
1 Aug 2026 10:17:00.000     24621.14     10400.01     26534.22          37661.99
1 Aug 2026 10:18:00.000     19196.80      9344.19     29736.88          36607.55
1 Aug 2026 10:19:00.000     13584.34      7534.48     32213.32          35763.11
1 Aug 2026 10:20:00.000      7962.46      5048.55     33900.72          35187.32
1 Aug 2026 10:21:00.000      2491.03      1984.15     34775.29          34920.81
1 Aug 2026 10:22:00.000     -2695.24     -1553.93     34844.42          34983.04
1 Aug 2026 10:23:00.000     -7485.80     -5462.86     34136.65          35372.18
1 Aug 2026 10:24:00.000    -11788.58     -9645.19     32693.29          36067.32
1 Aug 2026 10:25:00.000    -15523.73    -14007.41     30564.08          37031.83
1 Aug 2026 10:26:00.000    -18619.93    -18456.24     27806.84          38217.21
1 Aug 2026 10:27:00.000    -21014.67    -22895.53     24489.41          39567.07
1 Aug 2026 10:28:00.000    -22657.72    -27225.46     20691.68          41021.26
1 Aug 2026 10:29:00.000    -23516.06    -31344.69     16506.13          42519.96
1 Aug 2026 10:30:00.000    -23578.20    -35154.56     12036.05          44007.28
1 Aug 2026 10:31:00.000    -22856.43    -38564.20      7391.79          45434.05
1 Aug 2026 10:32:00.000    -21386.48    -41495.19      2685.92          46759.45
1 Aug 2026 10:33:00.000    -19224.78    -43884.57     -1971.66          47951.38
1 Aug 2026 10:34:00.000    -16444.40    -45686.10     -6477.52          48985.67
1 Aug 2026 10:35:00.000    -13130.82    -46869.84    -10737.18          49844.64
1 Aug 2026 10:36:00.000     -9378.47    -47421.11    -14666.18          50515.49
1 Aug 2026 10:37:00.000     -5288.31    -47339.58    -18190.72          50989.26
1 Aug 2026 10:38:00.000      -965.99    -46639.12    -21248.47          51260.49
1 Aug 2026 10:39:00.000      3480.52    -45347.96    -23790.09          51327.58
1 Aug 2026 10:40:00.000      7944.30    -43508.28    -25781.02          51193.19
1 Aug 2026 10:41:00.000     12323.59    -41174.36    -27202.57          50864.32
1 Aug 2026 10:42:00.000     16525.65    -38409.35    -28051.46          50351.36
1 Aug 2026 10:43:00.000     20469.02    -35281.24    -28337.76          49666.64
1 Aug 2026 10:44:00.000     24083.64    -31859.63    -28081.88          48822.64
1 Aug 2026 10:45:00.000     27309.61    -28214.09    -27311.95          47830.88
1 Aug 2026 10:46:00.000     30095.66    -24414.20    -26062.37          46701.70
1 Aug 2026 10:47:00.000     32398.81    -20530.31    -24373.54          45444.98
1 Aug 2026 10:48:00.000     34185.44    -16633.96    -22291.99          44071.15
1 Aug 2026 10:49:00.000     35433.07    -12797.34    -19869.97          42592.14
1 Aug 2026 10:50:00.000     36131.79     -9091.75    -17164.35          41021.72
1 Aug 2026 10:51:00.000     36284.91     -5585.80    -14235.06          39375.54
1 Aug 2026 10:52:00.000     35908.85     -2343.67    -11143.78          37671.24
1 Aug 2026 10:53:00.000     35032.90       577.00     -7952.95          35928.91
1 Aug 2026 10:54:00.000     33698.88      3127.72     -4724.35          34171.87
1 Aug 2026 10:55:00.000     31959.78      5272.21     -1516.66          32427.22
1 Aug 2026 10:56:00.000     29876.35      6988.82      1618.20          30725.54
1 Aug 2026 10:57:00.000     27511.17      8270.57      4638.66          29099.55
1 Aug 2026 10:58:00.000     24921.74      9121.73      7514.80          27582.08
1 Aug 2026 10:59:00.000     22155.30      9551.69     10226.02          26204.27
1 Aug 2026 11:00:00.000     19248.13      9568.47     12755.20          24994.83
1 Aug 2026 11:01:00.000     16230.09      9175.21     15081.84          23980.45
1 Aug 2026 11:02:00.000     13132.49      8371.44     17177.49          23186.41
1 Aug 2026 11:03:00.000      9995.40      7158.91     19005.83          22635.80
1 Aug 2026 11:04:00.000      6870.58      5548.77     20527.54          22346.66
1 Aug 2026 11:05:00.000      3818.78      3566.86     21707.30          22327.39
1 Aug 2026 11:06:00.000       903.10      1254.37     22519.84          22572.82
1 Aug 2026 11:07:00.000     -1818.23     -1335.67     22952.52          23063.14
1 Aug 2026 11:08:00.000     -4296.15     -4144.00     23004.44          23766.23
1 Aug 2026 11:09:00.000     -6491.55     -7109.96     22683.87          24642.44
1 Aug 2026 11:10:00.000     -8373.76    -10174.14     22006.19          25649.67
1 Aug 2026 11:11:00.000     -9919.20    -13278.99     20993.15          26747.61
1 Aug 2026 11:12:00.000    -11111.85    -16369.31     19672.75          27900.62
1 Aug 2026 11:13:00.000    -11944.90    -19393.55     18078.16          29079.38
1 Aug 2026 11:14:00.000    -12421.77    -22306.15     16244.65          30261.42
1 Aug 2026 11:15:00.000    -12554.45    -25069.40     14205.34          31430.57
1 Aug 2026 11:16:00.000    -12359.12    -27653.29     11987.70          32575.41
1 Aug 2026 11:17:00.000    -11850.49    -30032.99      9613.09          33687.18
1 Aug 2026 11:18:00.000    -11037.73    -32184.66      7099.85          34757.61
1 Aug 2026 11:19:00.000     -9923.86    -34081.98      4469.02          35777.60
1 Aug 2026 11:20:00.000     -8509.09    -35694.93      1750.13          36736.84
1 Aug 2026 11:21:00.000     -6796.40    -36991.64     -1015.56          37624.51
1 Aug 2026 11:22:00.000     -4797.19    -37942.76     -3775.51          38430.73
1 Aug 2026 11:23:00.000     -2534.66    -38526.61     -6469.89          39148.22
1 Aug 2026 11:24:00.000       -43.78    -38733.51     -9037.70          39773.94
1 Aug 2026 11:25:00.000      2631.96    -38568.08    -11423.03          40310.17
1 Aug 2026 11:26:00.000      5446.18    -38048.72    -13579.71          40764.87
1 Aug 2026 11:27:00.000      8355.73    -37204.34    -15473.25          41150.97
1 Aug 2026 11:28:00.000     11325.33    -36069.05    -17079.76          41484.43
1 Aug 2026 11:29:00.000     14329.20    -34676.24    -18382.36          41781.32
1 Aug 2026 11:30:00.000     17348.92    -33053.68    -19366.70          42054.72
1 Aug 2026 11:31:00.000     20368.43    -31221.24    -20017.30          42312.30
1 Aug 2026 11:32:00.000     23368.19    -29191.57    -20316.24          42555.48
1 Aug 2026 11:33:00.000     26320.98    -26972.73    -20244.32          42780.31
1 Aug 2026 11:34:00.000     29190.45    -24571.37    -19783.43          42979.28
1 Aug 2026 11:35:00.000     31932.06    -21994.70    -18918.30          43143.08
1 Aug 2026 11:36:00.000     34494.27    -19251.56    -17636.38          43261.06
1 Aug 2026 11:37:00.000     36818.14    -16353.64    -15926.25          43320.46
1 Aug 2026 11:38:00.000     38835.01    -13318.61    -13776.78          43305.24
1 Aug 2026 11:39:00.000     40464.11    -10175.78    -11179.27          43195.68
1 Aug 2026 11:40:00.000     41613.20     -6972.59     -8133.70          42970.13
1 Aug 2026 11:41:00.000     42184.50     -3779.17     -4657.61          42608.77
1 Aug 2026 11:42:00.000     42085.38      -688.01      -794.26          42098.50
1 Aug 2026 11:43:00.000     41240.87      2191.91      3383.38          41437.44
1 Aug 2026 11:44:00.000     39603.92      4744.95      7774.44          40637.76
1 Aug 2026 11:45:00.000     37160.58      6858.95     12256.52          39726.26
1 Aug 2026 11:46:00.000     33930.17      8432.75     16693.70          38743.35
1 Aug 2026 11:47:00.000     29963.10      9380.13     20943.33          37741.19
1 Aug 2026 11:48:00.000     25339.27      9631.60     24860.55          36781.70
1 Aug 2026 11:49:00.000     20168.61      9136.92     28301.78          35933.92
1 Aug 2026 11:50:00.000     14592.46      7870.09     31129.71          35269.49
1 Aug 2026 11:51:00.000      8782.51      5836.59     33221.41          34854.85
1 Aug 2026 11:52:00.000      2934.30      3080.40     34479.38          34740.85
1 Aug 2026 11:53:00.000     -2746.01      -312.92     34842.91          34952.35
1 Aug 2026 11:54:00.000     -8059.52     -4219.57     34296.53          35482.57
1 Aug 2026 11:55:00.000    -12833.39     -8487.96     32872.41          36295.14
1 Aug 2026 11:56:00.000    -16935.77    -12954.36     30645.83          37333.66
1 Aug 2026 11:57:00.000    -20283.57    -17460.44     27724.37          38534.80
1 Aug 2026 11:58:00.000    -22841.57    -21868.68     24233.49          39840.16
1 Aug 2026 11:59:00.000    -24613.70    -26072.39     20301.44          41203.79
1 Aug 2026 12:00:00.000    -25629.25    -29998.34     16046.85          42594.14
1 Aug 2026 12:01:00.000    -25927.66    -33602.04     11571.44          43991.35
1 Aug 2026 12:02:00.000    -25546.16    -36857.39      6958.81          45381.69
1 Aug 2026 12:03:00.000    -24513.18    -39744.25      2279.02          46751.42
